0	0
1	3287
2	6533
3	9698
4	12742
5	15627
6	18317
7	20779
8	22982
9	24899
10	26505
11	27781
12	28710
13	29282
14	29489
15	29328
16	28802
17	27916
18	26683
19	25117
20	23238
21	21070
22	18639
23	15975
24	13113
25	10087
26	6935
27	3697
28	412
29	-2876
30	-6130
31	-9307
32	-12368
33	-15275
34	-17992
35	-20484
36	-22721
37	-24675
38	-26321
39	-27639
40	-28613
41	-29230
42	-29483
43	-29368
44	-28888
45	-28047
46	-26856
47	-25331
48	-23490
49	-21357
50	-18957
51	-16321
52	-13481
53	-10474
54	-7335
55	-4106
56	-825
57	2465
58	5725
59	8914
60	11992
61	14920
62	17663
63	20185
64	22456
65	24446
66	26132
67	27493
68	28510
69	29173
70	29471
71	29403
72	28968
73	28171
74	27024
75	25540
76	23738
77	21639
78	19271
79	16663
80	13847
81	10858
82	7734
83	4514
84	1238
85	-2053
86	-5320
87	-8520
88	-11614
89	-14563
90	-17330
91	-19882
92	-22186
93	-24213
94	-25939
95	-27341
96	-28402
97	-29110
98	-29454
99	-29432
100	-29042
101	-28291
102	-27187
103	-25744
104	-23980
105	-21918
106	-19582
107	-17002
108	-14210
109	-11241
110	-8132
111	-4922
112	-1650
113	1641
114	4913
115	8124
116	11233
117	14202
118	16995
119	19575
120	21912
121	23975
122	25740
123	27183
124	28288
125	29041
126	29431
127	29455
128	29111
129	28404
130	27344
131	25943
132	24218
133	22192
134	19888
135	17337
136	14570
137	11622
138	8528
139	5328
140	2062
141	-1229
142	-4506
143	-7726
144	-10850
145	-13839
146	-16656
147	-19265
148	-21633
149	-23732
150	-25536
151	-27021
152	-28169
153	-28966
154	-29402
155	-29472
156	-29174
157	-28513
158	-27496
159	-26136
160	-24451
161	-22461
162	-20191
163	-17670
164	-14928
165	-12000
166	-8922
167	-5734
168	-2474
169	816
170	4097
171	7327
172	10465
173	13473
174	16313
175	18950
176	21351
177	23485
178	25327
179	26853
180	28044
181	28886
182	29367
183	29483
184	29231
185	28615
186	27642
187	26325
188	24680
189	22727
190	20490
191	17998
192	15282
193	12376
194	9315
195	6138
196	2885
197	-404
198	-3688
199	-6926
200	-10078
201	-13105
202	-15968
203	-18632
204	-21064
205	-23233
206	-25113
207	-26679
208	-27914
209	-28800
210	-29327
211	-29489
212	-29283
213	-28712
214	-27784
