0	0
1	1098
2	2196
3	3290
4	4380
5	5464
6	6540
7	7607
8	8664
9	9708
10	10739
11	11755
12	12755
13	13737
14	14700
15	15642
16	16563
17	17461
18	18334
19	19182
20	20004
21	20797
22	21562
23	22297
24	23001
25	23672
26	24311
27	24916
28	25487
29	26022
30	26521
31	26983
32	27408
33	27794
34	28142
35	28451
36	28720
37	28950
38	29139
39	29288
40	29396
41	29463
42	29489
43	29474
44	29419
45	29322
46	29185
47	29007
48	28789
49	28531
50	28233
51	27896
52	27520
53	27106
54	26655
55	26166
56	25641
57	25080
58	24485
59	23855
60	23193
61	22498
62	21771
63	21015
64	20230
65	19416
66	18575
67	17709
68	16818
69	15903
70	14967
71	14009
72	13033
73	12038
74	11026
75	9999
76	8958
77	7905
78	6841
79	5767
80	4685
81	3597
82	2504
83	1407
84	308
85	-790
86	-1888
87	-2984
88	-4075
89	-5160
90	-6239
91	-7309
92	-8368
93	-9416
94	-10451
95	-11472
96	-12476
97	-13463
98	-14432
99	-15380
100	-16307
101	-17211
102	-18092
103	-18947
104	-19776
105	-20578
106	-21350
107	-22094
108	-22806
109	-23487
110	-24135
111	-24750
112	-25330
113	-25875
114	-26385
115	-26857
116	-27292
117	-27690
118	-28049
119	-28368
120	-28649
121	-28889
122	-29090
123	-29250
124	-29369
125	-29448
126	-29486
127	-29483
128	-29438
129	-29353
130	-29227
131	-29061
132	-28854
133	-28607
134	-28321
135	-27994
136	-27630
137	-27226
138	-26785
139	-26307
140	-25792
141	-25241
142	-24655
143	-24035
144	-23382
145	-22696
146	-21978
147	-21230
148	-20453
149	-19647
150	-18814
151	-17955
152	-17070
153	-16162
154	-15232
155	-14280
156	-13309
157	-12319
158	-11312
159	-10289
160	-9252
161	-8202
162	-7141
163	-6069
164	-4990
165	-3903
166	-2811
167	-1715
168	-617
169	481
170	1580
171	2676
172	3769
173	4856
174	5937
175	7009
176	8072
177	9123
178	10162
179	11187
180	12196
181	13188
182	14162
183	15116
184	16049
185	16960
186	17847
187	18710
188	19546
189	20355
190	21136
191	21888
192	22609
193	23299
194	23957
195	24581
196	25171
197	25726
198	26245
199	26728
200	27174
201	27582
202	27952
203	28283
204	28574
205	28826
206	29038
207	29209
208	29340
209	29430
210	29479
211	29488
212	29455
213	29381
214	29267
215	29112
216	28916
217	28681
218	28405
219	28090
220	27736
221	27343
222	26913
223	26445
224	25940
225	25399
226	24823
227	24213
228	23569
229	22892
230	22183
231	21443
232	20674
233	19876
234	19050
235	18198
236	17321
237	16419
238	15495
239	14549
240	13583
241	12598
242	11596
243	10578
244	9544
245	8498
246	7440
247	6371
248	5293
249	4209
250	3118
251	2023
252	925
253	-173
254	-1272
255	-2369
256	-3463
257	-4552
258	-5634
259	-6709
260	-7775
261	-8829
262	-9872
263	-10900
264	-11914
265	-12911
266	-13890
267	-14850
268	-15789
269	-16706
270	-17600
271	-18470
272	-19314
273	-20131
274	-20920
275	-21680
276	-22410
277	-23109
278	-23775
279	-24409
280	-25009
281	-25574
282	-26103
283	-26596
284	-27053
285	-27471
286	-27852
287	-28194
288	-28496
289	-28759
290	-28982
291	-29165
292	-29307
293	-29409
294	-29470
295	-29489
296	-29468
297	-29406
298	-29303
299	-29159
300	-28975
301	-28751
302	-28486
303	-28182
304	-27839
305	-27457
306	-27037
307	-26580
308	-26085
309	-25555
310	-24989
311	-24388
312	-23753
313	-23085
314	-22385
315	-21654
316	-20893
317	-20103
318	-19285
319	-18440
320	-17570
321	-16675
322	-15757
323	-14817
324	-13857
325	-12877
326	-11879
327	-10865
328	-9836
329	-8793
330	-7738
331	-6672
332	-5597
333	-4514
334	-3425
335	-2331
336	-1234
337	-135
338	963
339	2061
340	3156
341	4246
342	5331
343	6408
344	7476
345	8534
346	9580
347	10613
348	11631
349	12633
350	13617
351	14583
352	15528
353	16451
354	17352
355	18228
356	19080
357	19904
358	20701
359	21470
360	22208
361	22916
362	23592
363	24235
364	24844
365	25419
366	25958
367	26462
368	26928
369	27358
370	27749
371	28102
372	28415
373	28689
374	28924
375	29118
376	29272
377	29385
378	29457
379	29488
380	29478
381	29428
382	29336
383	29204
384	29031
385	28818
386	28565
387	28272
388	27940
389	27568
390	27159
391	26712
392	26228
393	25707
394	25151
395	24560
396	23934
397	23276
398	22585
399	21862
400	21110
401	20328
402	19517
403	18680
404	17817
405	16929
406	16017
407	15083
408	14128
409	13154
410	12161
411	11151
412	10126
413	9087
414	8035
415	6972
416	5900
417	4819
418	3731
419	2638
420	1542
421	443
422	-655
423	-1753
424	-2849
425	-3941
426	-5027
427	-6107
428	-7178
429	-8239
430	-9288
431	-10325
432	-11347
433	-12353
434	-13343
435	-14314
436	-15264
437	-16194
438	-17101
439	-17985
440	-18843
441	-19676
442	-20480
443	-21257
444	-22004
445	-22720
446	-23405
447	-24057
448	-24676
449	-25261
450	-25810
451	-26324
452	-26801
453	-27241
454	-27643
455	-28006
456	-28331
457	-28616
458	-28862
459	-29067
460	-29233
461	-29357
462	-29441
463	-29483
464	-29485
465	-29446
466	-29366
467	-29245
468	-29084
469	-28882
470	-28640
471	-28358
472	-28037
473	-27677
474	-27278
475	-26841
476	-26368
477	-25857
478	-25311
479	-24729
480	-24113
481	-23464
482	-22782
483	-22068
484	-21324
485	-20550
486	-19748
487	-18918
488	-18062
489	-17180
490	-16275
491	-15347
492	-14398
493	-13429
494	-12441
495	-11436
496	-10415
497	-9380
498	-8332
499	-7272
500	-6202
501	-5123
502	-4037
503	-2946
504	-1850
505	-752
506	346
507	1445
508	2542
509	3635
510	4723
511	5804
512	6878
513	7942
514	8995
515	10035
516	11061
517	12072
518	13067
519	14043
520	15000
521	15935
522	16849
523	17739
524	18605
525	19445
526	20257
527	21042
528	21797
529	22522
530	23216
531	23878
532	24506
533	25100
534	25660
535	26183
536	26671
537	27121
538	27534
539	27908
540	28244
541	28540
542	28797
543	29014
544	29190
545	29326
546	29421
547	29476
548	29489
549	29461
550	29393
551	29283
552	29133
553	28943
554	28712
555	28441
556	28131
557	27782
558	27394
559	26968
560	26504
561	26004
562	25468
563	24896
564	24290
565	23650
566	22977
567	22272
568	21536
569	20770
570	19976
571	19153
572	18305
573	17430
574	16532
575	15610
576	14667
577	13703
578	12721
579	11720
580	10704
581	9672
582	8627
583	7570
584	6503
585	5426
586	4342
587	3252
588	2158
589	1060
590	-38
591	-1137
592	-2234
593	-3328
594	-4418
595	-5501
596	-6577
597	-7644
598	-8700
599	-9744
600	-10775
601	-11790
602	-12789
603	-13771
604	-14733
605	-15675
606	-16595
607	-17492
608	-18364
609	-19211
610	-20032
611	-20824
612	-21588
613	-22322
614	-23024
615	-23695
616	-24333
617	-24937
618	-25506
619	-26040
620	-26538
621	-26999
622	-27422
623	-27807
624	-28154
625	-28461
626	-28729
627	-28957
628	-29145
629	-29292
630	-29399
631	-29464
632	-29489
633	-29473
634	-29416
635	-29318
636	-29179
637	-29000
638	-28781
639	-28521
640	-28222
641	-27884
642	-27506
643	-27091
644	-26638
645	-26148
646	-25622
647	-25060
648	-24463
649	-23833
650	-23169
651	-22473
652	-21746
653	-20988
654	-20202
655	-19387
656	-18546
657	-17678
658	-16786
659	-15871
660	-14934
661	-13976
662	-12998
663	-12003
664	-10991
665	-9963
666	-8922
667	-7868
668	-6804
669	-5730
670	-4647
671	-3559
672	-2466
673	-1369
674	-270
675	828
676	1926
677	3021
678	4113
679	5198
680	6276
681	7346
682	8405
683	9452
684	10487
685	11507
686	12511
687	13497
688	14465
689	15413
690	16339
691	17242
692	18122
693	18976
694	19804
695	20605
696	21377
697	22119
698	22830
699	23510
700	24157
701	24771
702	25350
703	25894
704	26402
705	26873
706	27307
707	27703
708	28060
709	28379
710	28658
711	28897
712	29096
713	29255
714	29373
715	29450
716	29486
717	29482
718	29436
719	29350
720	29222
721	29054
722	28846
723	28598
724	28310
725	27982
726	27616
727	27212
728	26769
729	26290
730	25773
731	25221
732	24634
733	24013
734	23359
735	22672
736	21953
737	21204
738	20425
739	19619
740	18784
741	17924
742	17039
743	16130
744	15199
745	14247
746	13275
747	12284
748	11276
749	10253
750	9216
751	8165
752	7104
753	6032
754	4952
755	3865
756	2773
757	1677
758	579
759	-520
760	-1618
761	-2714
762	-3807
763	-4894
764	-5974
765	-7046
766	-8109
767	-9160
768	-10198
769	-11222
770	-12230
771	-13222
772	-14195
773	-15149
774	-16081
775	-16991
776	-17877
777	-18739
778	-19575
779	-20383
780	-21163
781	-21914
782	-22634
783	-23323
784	-23979
785	-24602
786	-25191
787	-25745
788	-26263
789	-26744
790	-27189
791	-27595
792	-27964
793	-28293
794	-28583
795	-28834
796	-29044
797	-29214
798	-29344
799	-29433
800	-29480
801	-29487
802	-29453
803	-29378
804	-29262
805	-29106
806	-28909
807	-28672
808	-28395
809	-28078
810	-27723
811	-27329
812	-26897
813	-26428
814	-25922
815	-25380
816	-24803
817	-24191
818	-23546
819	-22868
820	-22158
821	-21417
822	-20647
823	-19848
824	-19021
825	-18168
826	-17290
827	-16388
828	-15463
829	-14516
830	-13549
831	-12564
832	-11561
833	-10542
834	-9508
835	-8461
836	-7403
837	-6334
838	-5256
839	-4171
840	-3080
841	-1985
842	-887
843	211
844	1310
845	2407
846	3501
847	4589
848	5672
849	6746
850	7811
851	8866
852	9908
853	10936
854	11949
855	12945
856	13924
857	14883
858	15821
859	16738
860	17631
861	18500
862	19343
863	20159
864	20947
865	21706
866	22435
867	23132
868	23798
869	24430
870	25029
871	25593
872	26121
873	26613
874	27068
875	27485
876	27864
877	28205
878	28506
879	28768
880	28989
881	29171
882	29312
883	29412
884	29471
885	29489
886	29467
887	29403
888	29299
889	29154
890	28968
891	28742
892	28476
893	28171
894	27827
895	27443
896	27022
897	26563
898	26068
899	25536
900	24968
901	24366
902	23730
903	23061
904	22360
905	21628
906	20866
907	20075
908	19256
909	18410
910	17539
911	16643
912	15725
913	14784
914	13823
915	12842
916	11844
917	10830
918	9800
919	8756
920	7701
921	6635
922	5559
923	4476
924	3387
925	2293
926	1195
927	97
928	-1001
929	-2099
930	-3194
931	-4284
932	-5369
933	-6445
934	-7513
935	-8571
936	-9617
937	-10649
938	-11666
939	-12667
940	-13651
941	-14616
942	-15560
943	-16483
944	-17383
945	-18258
946	-19109
947	-19932
948	-20729
949	-21496
950	-22233
951	-22940
952	-23614
953	-24256
954	-24864
955	-25438
956	-25976
957	-26478
958	-26944
959	-27372
960	-27762
961	-28113
962	-28425
963	-28698
964	-28931
965	-29124
966	-29276
967	-29388
968	-29459
969	-29488
970	-29477
971	-29425
972	-29332
973	-29199
974	-29024
975	-28810
976	-28555
977	-28261
978	-27927
979	-27555
980	-27144
981	-26696
982	-26210
983	-25689
984	-25131
985	-24539
986	-23912
987	-23252
988	-22560
989	-21837
990	-21083
991	-20300
992	-19489
993	-18650
994	-17786
995	-16897
996	-15985
997	-15050
998	-14095
999	-13120
1000	-12126
1001	-11116
1002	-10090
1003	-9051
1004	-7998
1005	-6935
1006	-5862
1007	-4781
1008	-3693
1009	-2600
1010	-1504
1011	-405
1012	693
1013	1791
1014	2887
1015	3979
1016	5065
1017	6144
1018	7215
1019	8275
1020	9324
1021	10360
1022	11382
1023	12388
1024	13377
1025	14347
1026	15297
1027	16226
1028	17132
1029	18015
1030	18873
1031	19704
1032	20508
1033	21283
1034	22029
1035	22745
1036	23428
1037	24079
1038	24697
1039	25281
1040	25829
1041	26341
1042	26817
1043	27255
1044	27656
1045	28018
1046	28342
1047	28626
1048	28870
1049	29074
1050	29238
1051	29361
1052	29443
1053	29484
1054	29485
1055	29444
1056	29363
1057	29240
1058	29077
1059	28874
1060	28631
1061	28347
1062	28025
1063	27663
1064	27263
1065	26826
1066	26350
1067	25839
1068	25291
1069	24708
1070	24091
