0	0
1	4912
2	9687
3	14192
4	18299
5	21896
6	24881
7	27170
8	28700
9	29428
10	29334
11	28420
12	26712
13	24257
14	21124
15	17402
16	13192
17	8615
18	3796
19	-1127
20	-6021
21	-10745
22	-15170
23	-19171
24	-22636
25	-25468
26	-27589
27	-28938
28	-29479
29	-29197
30	-28098
31	-26214
32	-23598
33	-20322
34	-16478
35	-12174
36	-7530
37	-2675
38	2254
39	7120
40	11788
41	16126
42	20014
43	23342
44	26018
45	27967
46	29134
47	29487
48	29017
49	27735
50	25678
51	22904
52	19490
53	15531
54	11138
55	6434
56	1550
57	-3377
58	-8210
59	-12813
60	-17059
61	-20827
62	-24014
63	-26530
64	-28304
65	-29287
66	-29452
67	-28794
68	-27331
69	-25105
70	-22177
71	-18629
72	-14561
73	-10085
74	-5328
75	-422
76	4495
77	9287
78	13820
79	17966
80	21611
81	24651
82	27003
83	28600
84	29398
85	29374
86	28530
87	26888
88	24495
89	21417
90	17741
91	13569
92	9018
93	4215
94	-705
95	-5606
96	-10351
97	-14806
98	-18848
99	-22362
100	-25252
101	-27436
102	-28854
103	-29465
104	-29253
105	-28223
106	-26405
107	-23849
108	-20626
109	-16827
110	-12558
111	-7937
112	-3095
113	1832
114	6710
115	11399
116	15771
117	19701
118	23081
119	25816
120	27830
121	29066
122	29489
123	29089
124	27876
125	25883
126	23168
127	19805
128	15888
129	11528
130	6845
131	1971
132	-2957
133	-7803
134	-12431
135	-16712
136	-20526
137	-23766
138	-26343
139	-28183
140	-29235
141	-29471
142	-28882
143	-27487
144	-25324
145	-22453
146	-18955
147	-14926
148	-10481
149	-5743
150	-844
151	4077
152	8885
153	13445
154	17629
155	21321
156	24417
157	26830
158	28494
159	29361
160	29408
161	28634
162	27059
163	24727
164	21705
165	18077
166	13943
167	9419
168	4633
169	-283
170	-5191
171	-9954
172	-14439
173	-18521
174	-22085
175	-25031
176	-27279
177	-28764
178	-29445
179	-29303
180	-28343
181	-26590
182	-24095
183	-20926
184	-17172
185	-12939
186	-8344
187	-3515
188	1410
189	6297
190	11009
191	15412
192	19385
193	22816
194	25609
195	27687
196	28991
197	29485
198	29155
199	28011
200	26083
201	23427
202	20116
203	16243
204	11916
205	7256
206	2393
207	-2536
208	-7395
209	-12047
210	-16362
211	-20221
212	-23514
213	-26150
214	-28055
215	-29177
216	-29483
217	-28965
218	-27637
219	-25538
220	-22725
221	-19276
222	-15289
223	-10875
224	-6157
225	-1267
226	3658
227	8481
228	13068
229	17289
230	21027
231	24177
232	26652
233	28382
234	29319
235	29437
236	28732
237	27224
238	24955
239	21989
240	18409
241	14314
242	9819
243	5049
244	139
245	-4774
246	-9555
247	-14069
248	-18190
249	-21802
250	-24805
251	-27115
252	-28668
253	-29419
254	-29348
255	-28457
256	-26770
257	-24336
258	-21221
259	-17514
260	-13317
261	-8748
262	-3934
263	988
264	5884
265	10615
266	15050
267	19064
268	22546
269	25397
270	27539
271	28911
272	29475
273	29216
274	28140
275	26278
276	23681
277	20423
278	16594
279	12301
280	7664
281	2814
282	-2115
283	-6985
284	-11660
285	-16009
286	-19911
287	-23256
288	-25952
289	-27922
290	-29112
291	-29489
292	-29041
293	-27782
294	-25747
295	-22992
296	-19594
297	-15649
298	-11267
299	-6570
300	-1689
301	3238
302	8076
303	12687
304	16945
305	20728
306	23933
307	26469
308	28265
309	29271
310	29459
